id,slug,bucket,newness,n_countries,n_reasons,n_ban_source_links,has_court_case,has_named_plaintiff,template_fingerprint,reasoning,title
1672,without-annette,KEEP_NARRATIVE,0.000,1,2,5,0,0,,rich signals: 5-ban_source_links; newness=0.00,Without Annette
1674,wizards-first-rule,KEEP_NARRATIVE,0.900,1,3,5,0,0,,"rich signals: 3-reasons, 5-ban_source_links; newness=0.90",Wizard's First Rule
1676,yes-please,TEMPLATE_CONFIRMED,1.000,1,5,7,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Yes Please
1678,you-know-you-love-me,KEEP_NARRATIVE,0.946,1,2,6,0,0,,rich signals: 6-ban_source_links; newness=0.95,You Know You Love Me
1680,cut,KEEP_NARRATIVE,0.919,1,2,5,0,0,,rich signals: 5-ban_source_links; newness=0.92,Cut
1682,story-of-a-girl,TEMPLATE_CONFIRMED,0.952,1,2,4,0,0,"structural: ""was banned or restricted in United States in 2025 for…""","template structural: ""was banned or restricted in United States in 2025 for…""",Story of a Girl
1684,accountable-the-true-story-of-a-racist-social-media-account-and-the-teenagers-whose-lives-it-changed,KEEP_NARRATIVE,0.784,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.78,Accountable: The True Story of a Racist Social Media Account and the Teenagers Whose Lives it Changed
1686,city-of-thieves,KEEP_NARRATIVE,0.950,1,3,7,0,0,,"rich signals: 3-reasons, 7-ban_source_links; newness=0.95",City of Thieves
1688,whats-the-t-the-guide-to-all-things-trans-and-or-nonbinary,TEMPLATE_CONFIRMED,0.809,1,2,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",What's the T?: The Guide to All Things Trans and/or Nonbinary
1690,ancient-greece-and-the-olympics-a-nonfiction-companion-to-magic-tree-house,KEEP_NARRATIVE,0.807,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.81,Ancient Greece and the Olympics: A Nonfiction Companion to Magic Tree House
1692,miss-peregrine-s-home-for-peculiar-children,KEEP_NARRATIVE,0.821,1,3,4,0,0,,"rich signals: 3-reasons, 4-ban_source_links; newness=0.82",Miss Peregrine’s Home for Peculiar Children
1694,stamped-for-kids-racism-antiracism-and-you,TEMPLATE_CONFIRMED,0.955,1,2,6,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""","Stamped (For Kids): Racism, Antiracism, and You"
1696,true-believer,KEEP_NARRATIVE,0.688,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.69,True Believer
1698,we-know-it-was-you,TEMPLATE_CONFIRMED,0.935,1,3,4,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",We Know It Was You
1700,zara-hossin-is-here,TEMPLATE_CONFIRMED,0.957,1,5,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Zara Hossin is Here
1702,alice-the-brave,KEEP_NARRATIVE,0.970,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.97,Alice the Brave
1704,juliet-takes-a-breath-the-graphic-novel,KEEP_NARRATIVE,0.714,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.71,Juliet Takes a Breath: The Graphic Novel
1706,love-in-the-time-of-global-warming,KEEP_NARRATIVE,0.648,1,3,5,0,0,,"rich signals: 3-reasons, 5-ban_source_links; newness=0.65",Love in the Time of Global Warming
1708,reverie,TEMPLATE_CONFIRMED,1.000,1,2,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Reverie
1710,the-meaning-of-birds,TEMPLATE_CONFIRMED,0.950,1,1,4,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",The Meaning of Birds
1714,we-all-fall-down,TEMPLATE_CONFIRMED,0.895,1,2,5,0,0,"structural: ""was banned or restricted in United States in 2025 for…""","template structural: ""was banned or restricted in United States in 2025 for…""",We All Fall Down
1716,whispers,KEEP_NARRATIVE,0.914,1,3,6,0,0,,"rich signals: 3-reasons, 6-ban_source_links; newness=0.91",Whispers
1718,my-maddy,TEMPLATE_CONFIRMED,1.000,1,2,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",My Maddy
1720,call-me-max,KEEP_NARRATIVE,0.959,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.96,Call Me Max
1722,19-love-songs,KEEP_NARRATIVE,0.775,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.77,19 Love Songs
1724,a-million-quiet-revolutions,KEEP_NARRATIVE,0.813,1,1,4,0,0,,rich signals: 4-ban_source_links; newness=0.81,A Million Quiet Revolutions
1726,a-queer-history-of-the-united-states-for-young-people,KEEP_NARRATIVE,0.727,1,1,4,0,0,,rich signals: 4-ban_source_links; newness=0.73,A Queer History of the United States For Young People
1728,a-quick-easy-guide-to-they-them-pronouns,KEEP_NARRATIVE,0.836,1,1,4,0,0,,rich signals: 4-ban_source_links; newness=0.84,A Quick & Easy Guide to They/Them Pronouns
1730,airlock,KEEP_NARRATIVE,0.754,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.75,Airlock
1732,alex-as-well,KEEP_NARRATIVE,0.701,1,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.70",Alex as Well
1734,all-kinds-of-other,KEEP_NARRATIVE,0.882,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.88,All Kinds of Other
1736,all-out-the-no-longer-secret-stories-of-queer-teens-throughout-the-ages,KEEP_NARRATIVE,0.821,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.82,All Out: The No-Longer-Secret Stories of Queer Teens throughout the Ages
1738,and-she-was,KEEP_NARRATIVE,0.779,1,1,4,0,0,,rich signals: 4-ban_source_links; newness=0.78,And She Was
1740,ander-santi-were-here,KEEP_NARRATIVE,0.902,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.90,Ander & Santi Were Here
1742,are-you-lgbtq,TEMPLATE_CONFIRMED,0.974,1,1,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Are You LGBTQ?
1744,be-gay-do-comics-queer-history-memoir-and-satire,KEEP_NARRATIVE,0.760,1,1,4,0,0,,rich signals: 4-ban_source_links; newness=0.76,"Be Gay, Do Comics: Queer History, Memoir, and Satire"
1746,beast,TEMPLATE_CONFIRMED,1.000,1,2,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Beast
1748,beating-heart-baby,TEMPLATE_CONFIRMED,0.974,1,1,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Beating Heart Baby
1750,beautiful-music-for-ugly-children,TEMPLATE_CONFIRMED,0.933,1,2,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Beautiful Music for Ugly Children
1752,before-i-had-the-words-on-being-a-transgender-young-adult,KEEP_NARRATIVE,0.671,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.67,Before I Had The Words: On Being a Transgender Young Adult
1754,better-than-we-found-it-conversations-to-help-save-the-world,TEMPLATE_CONFIRMED,0.833,1,3,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Better Than We Found It: Conversations to Help Save the World
1756,beyond-gender-binaries-the-history-of-trans-intersex-and-third-gender-individuals,TEMPLATE_CONFIRMED,0.792,1,1,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""","Beyond Gender Binaries: The History of Trans, Intersex, and Third-Gender Individuals"
1758,beyond-the-gender-binary,KEEP_NARRATIVE,0.796,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.80,Beyond the Gender Binary
1760,bianca-torre-is-afraid-of-everything,TEMPLATE_CONFIRMED,0.913,1,2,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Bianca Torre is Afraid of Everything
1762,blood-sport,KEEP_NARRATIVE,0.869,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.87,Blood Sport
1764,born-ready-the-true-story-of-a-boy-named-penelope,KEEP_NARRATIVE,0.966,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.97,Born Ready: The True Story of a Boy Named Penelope
1766,both-sides-now,TEMPLATE_CONFIRMED,0.949,1,1,4,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Both Sides Now
1768,boys-run-the-riot-vol-2,KEEP_NARRATIVE,0.767,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.77,"Boys Run the Riot, Vol. 2"
1770,boys-run-the-riot-vol-3,KEEP_NARRATIVE,0.961,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.96,"Boys Run the Riot, Vol. 3"
1772,boys-run-the-riot-vol-4,KEEP_NARRATIVE,0.851,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.85,"Boys Run the Riot, Vol. 4"
1774,bum-the-page-a-true-story-of-torching-doubts-blazing-trails-and-igniting-change,KEEP_NARRATIVE,0.500,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.50,"Bum the Page: A True Story of Torching Doubts, Blazing Trails, and Igniting Change"
1776,chaz-bono,TEMPLATE_CONFIRMED,1.000,1,1,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Chaz Bono
1778,confronting-lgbtq-discrimination,TEMPLATE_CONFIRMED,0.974,1,1,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Confronting LGBTQ+ Discrimination
1780,coping-with-gender-dysphoria,KEEP_NARRATIVE,0.786,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.79,Coping with Gender Dysphoria
1782,coping-with-gender-fluidity,TEMPLATE_CONFIRMED,0.956,1,3,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Coping with Gender Fluidity
1784,critical-perspectives-on-gender-identity,KEEP_NARRATIVE,0.750,1,3,4,0,0,,"rich signals: 3-reasons, 4-ban_source_links; newness=0.75",Critical Perspectives on Gender Identity
1786,crossing-lines,TEMPLATE_CONFIRMED,1.000,1,2,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Crossing Lines
1788,diary-of-a-misfit-a-memoir-and-a-mystery,KEEP_NARRATIVE,0.859,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.86,Diary of a Misfit: A Memoir and a Mystery
1790,discrimination,TEMPLATE_CONFIRMED,1.000,1,2,2,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",Discrimination
1792,dreadnought,KEEP_NARRATIVE,0.779,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.78,Dreadnought
1794,elle-campbell-wins-their-weekend,KEEP_NARRATIVE,0.604,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.60,Elle Campbell Wins Their Weekend
1796,frankie-and-bug,TEMPLATE_CONFIRMED,0.974,1,2,5,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Frankie and Bug
1798,freakboy,KEEP_NARRATIVE,0.918,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.92,Freakboy
1802,gender-identity-teen-mental-health,TEMPLATE_CONFIRMED,0.927,1,1,1,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Gender Identity (Teen Mental Health)
1804,gender-identity-beyond-pronouns-and-bathrooms,KEEP_NARRATIVE,0.833,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.83,Gender Identity: Beyond Pronouns and Bathrooms
1806,gender-identity-the-search-for-self,KEEP_NARRATIVE,0.766,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.77,Gender Identity: The Search for Self
1808,gender-identity-the-ultimate-teen-guide,TEMPLATE_CONFIRMED,0.905,1,1,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Gender Identity: The Ultimate Teen Guide
1810,gender-in-the-21st-century,KEEP_NARRATIVE,0.718,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.72,Gender in the 21st Century
1812,gender-issues-living-with-a-special-need,KEEP_NARRATIVE,0.786,1,2,1,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,Gender Issues (Living with a Special Need)
1814,gender-politics,KEEP_NARRATIVE,0.793,1,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.79",Gender Politics
1816,gender-rebels-30-trans-nonbinary-and-gender-expansive-heroes-past-and-present,TEMPLATE_CONFIRMED,0.792,1,1,3,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""","Gender Rebels: 30 Trans, Nonbinary, and Gender Expansive Heroes Past and Present"
1818,home-and-family-relationships,KEEP_NARRATIVE,0.672,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.67,Home and Family Relationships
1820,i-wish-you-all-the-best,KEEP_NARRATIVE,0.771,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.77,I Wish You All the Best
1822,identity-a-story-of-transitioning,KEEP_NARRATIVE,0.796,1,1,4,0,0,,rich signals: 4-ban_source_links; newness=0.80,Identity: A Story of Transitioning
1824,introducing-teddy,TEMPLATE_CONFIRMED,1.000,1,2,4,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Introducing Teddy
1826,it-gets-better-coming-out-overcoming-bullying-and-creating-a-life-worth-living,KEEP_NARRATIVE,0.744,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.74,"It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living"
